lender_cert,lender_name,borrower_cert,borrower_name,lending_amount,relationship_type,start_date,is_synthetic
588,Manufacturers and Traders Trust Company,18200,Dime Bank,37373.68433752224,interbank_loan,2024-01-05 17:04:10.432968,True
6672,"Fifth Third Bank, National Association",27677,HomeTrust Bank,168655.8786165001,interbank_loan,2025-03-02 17:04:10.433153,True
6672,"Fifth Third Bank, National Association",8668,Farmers & Merchants Bank,23718.032326058663,interbank_loan,2024-05-16 17:04:10.433212,True
6672,"Fifth Third Bank, National Association",32718,Helm Bank USA,96534.509969296,interbank_loan,2023-12-05 17:04:10.433274,True
6560,The Huntington National Bank,33539,Preferred Bank,276303.82881207805,interbank_loan,2023-04-29 17:04:10.433460,True
6560,The Huntington National Bank,6423,Amboy Bank,147629.9479101605,interbank_loan,2023-06-13 17:04:10.433520,True
6560,The Huntington National Bank,6976,Dime Community Bank,1388745.248834678,interbank_loan,2023-01-12 17:04:10.433578,True
6560,The Huntington National Bank,16982,Bank of Pontiac,59968.01965319301,interbank_loan,2023-04-04 17:04:10.433636,True
17534,KeyBank National Association,17870,Cambridge Savings Bank,140302.78296834015,interbank_loan,2025-08-21 17:04:10.433822,True
17534,KeyBank National Association,23286,Fall River Five Cents Savings Bank,31500.387226216164,interbank_loan,2023-05-22 17:04:10.433882,True
17534,KeyBank National Association,21714,Premier Bank,43549.50669132071,interbank_loan,2023-11-13 17:04:10.433941,True
17534,KeyBank National Association,5956,Peoples Bank,123373.480741086,interbank_loan,2025-03-28 17:04:10.434002,True
17534,KeyBank National Association,24897,Community National Bank,108629.03406371869,interbank_loan,2023-05-16 17:04:10.434064,True
17534,KeyBank National Association,11492,InBank,75143.94948987255,interbank_loan,2023-02-16 17:04:10.434121,True
17534,KeyBank National Association,8252,Omb Bank,193417.88779541667,interbank_loan,2025-07-14 17:04:10.434179,True
57803,Ally Bank,21906,PriorityOne Bank,97915.10930384611,interbank_loan,2023-06-04 17:04:10.434373,True
57803,Ally Bank,35519,North State Bank,108554.16530557153,interbank_loan,2025-05-22 17:04:10.434435,True
57803,Ally Bank,17749,Bath Savings Institution,66607.08192139448,interbank_loan,2025-04-02 17:04:10.434493,True
913,The Northern Trust Company,22537,Peoples Bank of Alabama,40847.908587194746,interbank_loan,2025-06-27 17:04:10.434679,True
913,The Northern Trust Company,13953,Iowa State Bank,95375.19022334863,interbank_loan,2024-12-25 17:04:10.434739,True
913,The Northern Trust Company,33823,Capital Community Bank,78451.90064202661,interbank_loan,2024-02-08 17:04:10.434798,True
913,The Northern Trust Company,34363,Core Bank,100839.32156155858,interbank_loan,2025-02-17 17:04:10.434856,True
913,The Northern Trust Company,59286,Thrivent Bank,11138.942359584646,interbank_loan,2025-09-20 17:04:10.434914,True
57890,"HSBC Bank USA, National Association",17509,First State Bank of the Florida Keys,112802.31154584653,interbank_loan,2022-12-09 17:04:10.435094,True
57890,"HSBC Bank USA, National Association",5854,"South Central Bank,  Inc.",41381.71869714854,interbank_loan,2023-12-31 17:04:10.435155,True
57890,"HSBC Bank USA, National Association",57415,"Forcht Bank, National Association",51087.387923456816,interbank_loan,2025-07-07 17:04:10.435213,True
12368,Regions Bank,12828,"The Farmers Bank, Frankfort, Indiana",35135.01822364011,interbank_loan,2024-03-22 17:04:10.435396,True
12368,Regions Bank,23647,TIB National Association,234465.7979178086,interbank_loan,2025-05-31 17:04:10.435455,True
12368,Regions Bank,59113,"Grasshopper Bank, N.A.",20859.604482027356,interbank_loan,2025-01-30 17:04:10.435514,True
12368,Regions Bank,23293,Florence Bank,28347.706816033995,interbank_loan,2023-01-15 17:04:10.435571,True
57565,UBS Bank USA,32242,"Liberty Savings Bank, F.S.B.",68545.4806140833,interbank_loan,2023-01-06 17:04:10.435759,True
57565,UBS Bank USA,5019,Southern Michigan Bank & Trust,150819.67023083934,interbank_loan,2023-08-02 17:04:10.435819,True
57565,UBS Bank USA,1545,"First National Bank, Ames, Iowa",14356.68324674249,interbank_loan,2025-06-06 17:04:10.435877,True
57565,UBS Bank USA,18429,Morton Community Bank,432935.27504094364,interbank_loan,2025-02-21 17:04:10.435937,True
27314,Synchrony Bank,29147,NorthEast Community Bank,110842.17911680255,interbank_loan,2023-09-28 17:04:10.436122,True
27314,Synchrony Bank,26906,Texas Regional Bank,171922.4144611072,interbank_loan,2023-11-03 17:04:10.436182,True
27314,Synchrony Bank,8866,"Merchants Bank, National Association",61956.72584833388,interbank_loan,2023-02-22 17:04:10.436240,True
32188,USAA Federal Savings Bank,8892,SULLIVAN BANK,113268.00274679986,interbank_loan,2023-01-29 17:04:10.436424,True
32188,USAA Federal Savings Bank,6985,The Canandaigua National Bank and Trust Company,210638.14372665712,interbank_loan,2024-08-13 17:04:10.436483,True
32188,USAA Federal Savings Bank,31313,First Federal Bank,62060.71427464801,interbank_loan,2025-01-12 17:04:10.436541,True
32188,USAA Federal Savings Bank,31223,First Harrison Bank,106024.43541208006,interbank_loan,2024-01-31 17:04:10.436598,True
32188,USAA Federal Savings Bank,18190,Union Savings Bank,193996.85563613474,interbank_loan,2024-04-02 17:04:10.436656,True
32188,USAA Federal Savings Bank,21714,Premier Bank,17968.104358761404,interbank_loan,2025-03-02 17:04:10.436714,True
32188,USAA Federal Savings Bank,19459,United Community Bank,116952.25017300526,interbank_loan,2023-10-17 17:04:10.436773,True
29950,"Santander Bank, N.A.",14587,University Bank,76004.53992146834,interbank_loan,2024-04-17 17:04:10.436958,True
29950,"Santander Bank, N.A.",34966,First Capital Bank,63721.02895978758,interbank_loan,2024-01-28 17:04:10.437016,True
29950,"Santander Bank, N.A.",90196,BayCoast Bank,89314.5224740582,interbank_loan,2023-11-14 17:04:10.437073,True
29950,"Santander Bank, N.A.",8728,Arvest Bank,1754234.0619571477,interbank_loan,2025-05-26 17:04:10.437131,True
29950,"Santander Bank, N.A.",22559,Bravera Bank,186089.01609074938,interbank_loan,2025-09-15 17:04:10.437189,True
17281,City National Bank,58255,River Bank & Trust,116574.08155609985,interbank_loan,2023-11-15 17:04:10.437374,True
17281,City National Bank,13297,Solvay Bank,102580.5942924314,interbank_loan,2024-04-23 17:04:10.437433,True
17281,City National Bank,57754,Providence Bank & Trust,83591.80869592319,interbank_loan,2025-08-19 17:04:10.437491,True
17281,City National Bank,30052,Blue Foundry Bank,146674.89227113588,interbank_loan,2023-04-06 17:04:10.437549,True
32541,"Flagstar Bank, National Association",27872,Pioneer Bank,80644.42593735713,interbank_loan,2025-07-06 17:04:10.437730,True
32541,"Flagstar Bank, National Association",26342,"RBC Bank, (Georgia) National Association",639407.7379146424,interbank_loan,2024-01-01 17:04:10.437790,True
32541,"Flagstar Bank, National Association",4799,"Intrust Bank, National Association",634564.6516799047,interbank_loan,2025-08-01 17:04:10.437848,True
32541,"Flagstar Bank, National Association",22134,Cache Valley Bank,220315.1394403455,interbank_loan,2024-02-28 17:04:10.437905,True
2270,"Zions Bancorporation, N.A.",58310,US Metro Bank,40108.991610656245,interbank_loan,2025-01-24 17:04:10.438086,True
57512,Western Alliance Bank,4705,Security Bank of Kansas City,118049.61990067596,interbank_loan,2024-09-14 17:04:10.438245,True
57512,Western Alliance Bank,19772,IncredibleBank,122210.05016575348,interbank_loan,2023-07-23 17:04:10.438297,True
57512,Western Alliance Bank,17115,Partners Bank of New England,87438.77113796835,interbank_loan,2023-10-31 17:04:10.438348,True
57512,Western Alliance Bank,26336,The Village Bank,68215.84218195222,interbank_loan,2024-02-09 17:04:10.438399,True
57512,Western Alliance Bank,12944,Orange Bank & Trust Company,74699.17473544483,interbank_loan,2023-07-15 17:04:10.438449,True
18221,"Webster Bank, National Association",5673,Citizens Bank and Trust,28044.86769066226,interbank_loan,2025-06-24 17:04:10.438608,True
18221,"Webster Bank, National Association",90140,Adams Community Bank,29690.453919918156,interbank_loan,2023-01-22 17:04:10.438662,True
4977,First Horizon Bank,17741,Maine Community Bank,252452.28965479662,interbank_loan,2024-12-27 17:04:10.438821,True
4977,First Horizon Bank,16553,Elkhorn Valley Bank & Trust,50353.23229315798,interbank_loan,2024-10-31 17:04:10.438874,True
983,Comerica Bank,12627,Bank of Washington,76914.02126375122,interbank_loan,2023-05-31 17:04:10.439032,True
983,Comerica Bank,6862,Chesapeake Bank,109159.98040141902,interbank_loan,2024-11-16 17:04:10.439085,True
983,Comerica Bank,15797,Broadway National Bank,235313.35290137219,interbank_loan,2023-04-05 17:04:10.439135,True
983,Comerica Bank,35278,"Capital Bank, National Association",296661.305445083,interbank_loan,2025-02-19 17:04:10.439186,True
983,Comerica Bank,5673,Citizens Bank and Trust,122975.32881444732,interbank_loan,2023-01-09 17:04:10.439238,True
31628,East West Bank,3775,"CNB Bank and Trust, N.A.",147440.86823951668,interbank_loan,2022-12-16 17:04:10.439396,True
31628,East West Bank,24919,Uwharrie Bank,90672.64018952264,interbank_loan,2025-05-30 17:04:10.439447,True
31628,East West Bank,292,The Monticello Banking Company,79182.37142784815,interbank_loan,2025-05-15 17:04:10.439497,True
31628,East West Bank,19559,TexasBank,128082.64418468339,interbank_loan,2024-03-22 17:04:10.439549,True
8273,"UMB Bank, National Association",57607,First Western Trust Bank,36949.7138354082,interbank_loan,2023-01-22 17:04:10.439707,True
8273,"UMB Bank, National Association",14578,Farmers State Bank,48892.42509362173,interbank_loan,2025-03-18 17:04:10.439759,True
8273,"UMB Bank, National Association",20161,Citizens Bank of Las Cruces,96572.12654310456,interbank_loan,2024-07-03 17:04:10.439810,True
8273,"UMB Bank, National Association",34966,First Capital Bank,42847.97976966472,interbank_loan,2024-03-25 17:04:10.439861,True
8273,"UMB Bank, National Association",3869,Anstaff Bank,45585.471412526844,interbank_loan,2023-06-04 17:04:10.439910,True
8273,"UMB Bank, National Association",6976,Dime Community Bank,333259.56686641765,interbank_loan,2024-02-11 17:04:10.439960,True
3832,Old National Bank,1874,Bank of Labor,93130.38082328641,interbank_loan,2023-09-25 17:04:10.440120,True
3832,Old National Bank,58647,First Foundation Bank,457117.96324065625,interbank_loan,2023-07-21 17:04:10.440172,True
33555,"SouthState Bank, National Association",34562,ENCORE BANK,44433.92198423292,interbank_loan,2024-08-13 17:04:10.440329,True
33555,"SouthState Bank, National Association",17159,Bank of Utah,223745.64323636473,interbank_loan,2025-01-04 17:04:10.440381,True
9396,Valley National Bank,33503,Unity Bank,118508.82240626108,interbank_loan,2023-04-09 17:04:10.440540,True
9396,Valley National Bank,4062,"The First National Bank and Trust Co., Chickasha, Oklahoma",43970.942701275824,interbank_loan,2025-01-15 17:04:10.440592,True
873,Synovus Bank,5854,"South Central Bank,  Inc.",129391.21747484096,interbank_loan,2023-10-19 17:04:10.440752,True
873,Synovus Bank,8252,Omb Bank,143160.29343579191,interbank_loan,2025-02-17 17:04:10.440803,True
873,Synovus Bank,3182,MapleMark Bank,34886.99151535042,interbank_loan,2025-06-05 17:04:10.440855,True
873,Synovus Bank,6636,THE VINTON COUNTY NATIONAL BANK,47280.77087397417,interbank_loan,2023-09-18 17:04:10.440906,True
873,Synovus Bank,18129,BankNewport,105535.60845134707,interbank_loan,2023-12-15 17:04:10.440957,True
873,Synovus Bank,22396,Central National Bank,69818.68592023496,interbank_loan,2024-07-13 17:04:10.441007,True
34968,Banco Popular de Puerto Rico,20130,BankFirst,85846.55949553744,interbank_loan,2023-06-08 17:04:10.441163,True
34968,Banco Popular de Puerto Rico,57633,1st Security Bank of Washington,66129.6773401849,interbank_loan,2024-06-16 17:04:10.441214,True
34968,Banco Popular de Puerto Rico,15752,First State Bank,67511.11400908497,interbank_loan,2023-05-22 17:04:10.441265,True
34968,Banco Popular de Puerto Rico,13868,First State Bank Nebraska,67237.36949826703,interbank_loan,2023-03-20 17:04:10.441314,True
33306,CIBC Bank USA,23041,Bank of the Pacific,57655.56210524577,interbank_loan,2023-07-10 17:04:10.441468,True
33306,CIBC Bank USA,13109,Jackson County Bank,10487.74815635563,interbank_loan,2023-02-11 17:04:10.441519,True
33306,CIBC Bank USA,29961,First Savings Bank,65799.00926778026,interbank_loan,2022-11-22 17:04:10.441571,True
35583,Pinnacle Bank,29683,Home Federal Bank of Tennessee,66646.34373426888,interbank_loan,2023-01-24 17:04:10.441728,True
35583,Pinnacle Bank,27981,Capitol Federal Savings Bank,722261.0930958629,interbank_loan,2025-10-08 17:04:10.441780,True
35583,Pinnacle Bank,34618,"Macatawa Bank, National Association",164784.08150293145,interbank_loan,2024-01-10 17:04:10.441830,True
35583,Pinnacle Bank,1281,Washington Trust Bank,474728.54185956914,interbank_loan,2025-04-17 17:04:10.441880,True
35583,Pinnacle Bank,57176,Commerce West Bank,43182.82621417189,interbank_loan,2024-09-06 17:04:10.441932,True
35583,Pinnacle Bank,17612,Central Bank,47902.913901297936,interbank_loan,2023-01-09 17:04:10.441982,True
17266,Columbia Bank,19300,American National Bank,146921.05529127576,interbank_loan,2024-03-14 17:04:10.442144,True
17266,Columbia Bank,35295,Southern First Bank,56701.414803542466,interbank_loan,2024-11-25 17:04:10.442198,True
17266,Columbia Bank,34888,Parke Bank,33776.68153505309,interbank_loan,2025-02-14 17:04:10.442250,True
17266,Columbia Bank,11124,S&T Bank,846382.7980879055,interbank_loan,2025-03-08 17:04:10.442302,True
17266,Columbia Bank,20130,BankFirst,43535.70216624573,interbank_loan,2023-02-28 17:04:10.442354,True
17266,Columbia Bank,57176,Commerce West Bank,72019.65109478885,interbank_loan,2023-07-12 17:04:10.442405,True
17266,Columbia Bank,34966,First Capital Bank,26253.897466426683,interbank_loan,2025-04-23 17:04:10.442455,True
5510,Frost  Bank,5123,Deerwood Bank,19575.332836033802,interbank_loan,2025-05-05 17:04:10.442620,True
5510,Frost  Bank,19502,First National Bank of Tennessee,31266.227237317187,interbank_loan,2023-03-02 17:04:10.442673,True
5510,Frost  Bank,29520,Washington Financial Bank,61034.94522561937,interbank_loan,2025-05-19 17:04:10.442725,True
4214,"BOKF, National Association",58479,Bank of Central Florida,94960.05835656483,interbank_loan,2024-11-28 17:04:10.442887,True
4214,"BOKF, National Association",34805,Mission Bank,170063.38336379107,interbank_loan,2025-08-15 17:04:10.442940,True
4214,"BOKF, National Association",18489,Adams Bank & Trust,57455.990164865456,interbank_loan,2025-05-13 17:04:10.442991,True
4214,"BOKF, National Association",18194,Ascend Bank,97001.79979169491,interbank_loan,2024-01-19 17:04:10.443040,True
11813,Cadence Bank,14017,Middletown Valley Bank,46861.667961059844,interbank_loan,2023-03-08 17:04:10.443200,True
11813,Cadence Bank,14073,County National Bank,68393.43425714393,interbank_loan,2023-03-10 17:04:10.443251,True
11813,Cadence Bank,33306,CIBC Bank USA,3023216.961826109,interbank_loan,2023-06-22 17:04:10.443300,True
7888,First National Bank of Pennsylvania,32941,WestStar Bank,295457.14418254263,interbank_loan,2025-03-30 17:04:10.443459,True
7888,First National Bank of Pennsylvania,9437,First State Bank,30857.303229551493,interbank_loan,2025-03-04 17:04:10.443510,True
7888,First National Bank of Pennsylvania,30879,"Provident Savings Bank, F.S.B.",120984.95114308925,interbank_loan,2025-04-22 17:04:10.443562,True
33653,Bank of China,90188,Bankesb,100779.82931171285,interbank_loan,2024-06-25 17:04:10.443718,True
33653,Bank of China,7526,The Honesdale National Bank,78368.48189794506,interbank_loan,2024-05-05 17:04:10.443768,True
34775,"EverBank, National Association",30052,Blue Foundry Bank,82309.09360295709,interbank_loan,2024-09-22 17:04:10.443923,True
34775,"EverBank, National Association",58595,"Chain Bridge Bank, National Association",131516.86041761635,interbank_loan,2025-03-02 17:04:10.443975,True
34775,"EverBank, National Association",29613,Rosedale Bank,102119.55997938727,interbank_loan,2024-01-23 17:04:10.444025,True
57203,Barclays Bank Delaware,11569,Alliance Bank,70667.71756210232,interbank_loan,2023-06-24 17:04:10.444183,True
57203,Barclays Bank Delaware,8283,Lead Bank,34814.14132376547,interbank_loan,2024-11-30 17:04:10.444235,True
57203,Barclays Bank Delaware,57813,Sterling Bank,71853.08412721785,interbank_loan,2023-04-28 17:04:10.444285,True
57203,Barclays Bank Delaware,20954,Citizens National Bank,123638.36040626519,interbank_loan,2023-10-01 17:04:10.444340,True
5296,"Associated Bank, National Association",6063,CorTrust Bank National Association,116550.4049188928,interbank_loan,2024-02-04 17:04:10.444498,True
5296,"Associated Bank, National Association",28263,"CFBank, National Association",84987.97146225531,interbank_loan,2025-01-27 17:04:10.444549,True
623,Deutsche Bank Trust Company Americas,21292,PeoplesSouth Bank,109990.57453164153,interbank_loan,2024-08-12 17:04:10.444705,True
623,Deutsche Bank Trust Company Americas,14209,Farmers State Bank,101483.25223531651,interbank_loan,2023-02-17 17:04:10.444756,True
623,Deutsche Bank Trust Company Americas,35278,"Capital Bank, National Association",237888.6800405455,interbank_loan,2023-06-14 17:04:10.444806,True
623,Deutsche Bank Trust Company Americas,27510,Metro Bank,71090.31542163547,interbank_loan,2022-11-25 17:04:10.444857,True
623,Deutsche Bank Trust Company Americas,19371,Relyance Bank,57464.44712037032,interbank_loan,2025-02-24 17:04:10.444907,True
33893,Raymond James Bank,384,The Ohio Valley Bank Company,44086.00868925287,interbank_loan,2025-05-07 17:04:10.445068,True
33893,Raymond James Bank,16032,Rhinebeck Bank,41031.54477606901,interbank_loan,2024-08-28 17:04:10.445119,True
