filer_cik,filing_date,issuer_name,cusip,value,shares,relationship_type,is_synthetic
0001067983,2024-01-22,Company_0000707549,90578152,847291602.1638328,2274907,institutional_holding,True
0000315066,2024-02-07,Company_0001326801,40467759,190596625.31748518,1381670,institutional_holding,True
0000315066,2024-09-17,Company_0000811809,57826055,759586364.5301584,4119340,institutional_holding,True
0000315066,2024-01-15,Company_0000732717,77884532,547901925.31682,1482989,institutional_holding,True
0001364742,2024-05-24,Company_0000796343,67801612,447330191.1147743,5831291,institutional_holding,True
0000315066,2024-03-26,Company_0000064040,26541178,552143849.3126956,1111714,institutional_holding,True
0001067983,2024-08-09,Company_0001467373,39937870,3311617.7233870807,6771610,institutional_holding,True
0001067983,2024-12-13,Company_0000831001,81718811,241947602.44524413,4943310,institutional_holding,True
0001067983,2024-07-04,Company_0000895421,12236952,128836807.1715862,5166645,institutional_holding,True
0001067983,2024-03-12,Company_0001413329,32403414,588214077.479375,2535315,institutional_holding,True
0001364742,2024-07-20,Company_0000310158,12208511,57764725.999851696,8027186,institutional_holding,True
0000315066,2024-01-15,Company_0002012383,59414218,105864519.42887056,5018509,institutional_holding,True
0001067983,2024-10-19,Company_0000006951,94849690,382738624.8884988,2571385,institutional_holding,True
0001067983,2024-08-18,Company_0000896878,38809752,736021696.4530141,3065216,institutional_holding,True
0000315066,2024-08-26,Company_0000021344,35115839,880404915.7619442,8141012,institutional_holding,True
0001067983,2024-06-12,Company_0000909832,31583925,731639015.2670174,9530038,institutional_holding,True
0001364742,2024-01-07,Company_0000886982,90098274,148926159.48905972,2966949,institutional_holding,True
0001067983,2024-03-11,Company_0000796343,47794083,358438633.2695566,7808254,institutional_holding,True
0000315066,2024-03-20,Company_0001141391,54737469,536904835.884241,5844384,institutional_holding,True
0000315066,2024-11-05,Company_0000109198,70468455,756028322.0816228,5457108,institutional_holding,True
0000315066,2024-07-27,Company_0000858877,30719875,424728753.2017357,9901289,institutional_holding,True
0000315066,2024-03-08,Company_0000858877,46870609,466260944.55794793,3209456,institutional_holding,True
0000315066,2024-10-21,Company_0000820313,92972910,223962609.6482066,4362928,institutional_holding,True
0001067983,2024-08-02,Company_0000732712,96854324,677666371.1109998,8920660,institutional_holding,True
0001364742,2024-03-03,Company_0000097745,99419506,905484611.8798213,8277621,institutional_holding,True
0001364742,2024-04-11,Company_0000019617,84527943,819901042.8744698,1989126,institutional_holding,True
0000315066,2024-11-24,Company_0001594805,38026376,46197699.76562407,2616757,institutional_holding,True
0000315066,2024-12-25,Company_0000217410,88525714,635644582.0129908,6246463,institutional_holding,True
0000315066,2024-07-04,Company_0001108524,90983543,201185729.89554998,5026405,institutional_holding,True
0001067983,2024-10-18,Company_0001652044,32762532,763925023.3352299,4143153,institutional_holding,True
0001364742,2024-01-06,Company_0000019617,95410704,561279484.0498531,5720043,institutional_holding,True
0000315066,2024-08-01,Company_0000310158,11989958,694248283.5397278,3274955,institutional_holding,True
0001364742,2024-11-19,Company_0000097476,96134279,789044491.2369213,794517,institutional_holding,True
0001067983,2024-06-12,Company_0000077476,53546502,495629591.4818769,5463523,institutional_holding,True
0001067983,2024-08-08,Company_0001000275,80788957,125348355.16642918,707319,institutional_holding,True
0001364742,2024-04-11,Company_0001594805,29696891,480316572.41564626,2046066,institutional_holding,True
0001067983,2024-04-01,Company_0000789019,50883720,422590260.94404763,7315609,institutional_holding,True
0000315066,2024-07-03,Company_0001018724,17998313,753954531.6902131,2088074,institutional_holding,True
0000315066,2024-06-26,Company_0001035267,50678478,334061464.93377364,6533081,institutional_holding,True
0001364742,2024-01-22,Company_0001737806,80717483,662973254.5405926,5547130,institutional_holding,True
0000315066,2024-08-02,Company_0000093410,59088156,705061396.0641279,6566677,institutional_holding,True
0001067983,2024-02-14,Company_0001551152,56881613,814825993.9978368,9688428,institutional_holding,True
0001364742,2024-01-09,Company_0000789019,60062495,867129142.1659945,3120108,institutional_holding,True
0001364742,2024-08-26,Company_0000946770,97592424,146399344.91717112,4430289,institutional_holding,True
0000315066,2024-04-14,Company_0001744489,35737409,795682321.2509274,1846886,institutional_holding,True
0001067983,2024-01-05,Company_0000067088,40324648,788062221.1870824,9456415,institutional_holding,True
0001364742,2024-09-16,Company_0000909832,22265329,33105644.023063503,3010856,institutional_holding,True
0001067983,2024-08-16,Company_0000901832,39364911,408380840.99103844,8183723,institutional_holding,True
0000315066,2024-01-25,Company_0000080424,54449357,490907225.4351882,1174810,institutional_holding,True
0000315066,2024-12-16,Company_0002012383,48383865,176704878.25366828,7402616,institutional_holding,True
0001067983,2024-11-04,Company_0001306965,76344048,728637531.4315091,2224354,institutional_holding,True
0001364742,2024-09-26,Company_0000884394,44009439,591561138.8979512,7222165,institutional_holding,True
0001364742,2024-05-18,Company_0000320193,44774935,553617517.7784846,5386780,institutional_holding,True
0001067983,2024-03-16,Company_0000104169,92837675,315047603.7897384,1249242,institutional_holding,True
0000315066,2024-01-01,Company_0000097476,35426198,250388071.57976288,356102,institutional_holding,True
0000315066,2024-02-24,Company_0000858877,76827248,636506010.6865009,9740441,institutional_holding,True
0000315066,2024-01-03,Company_0000885725,25979505,152204749.08338964,5692765,institutional_holding,True
0000315066,2024-01-15,Company_0001737806,79682542,573209873.479662,9261392,institutional_holding,True
0000315066,2024-06-25,Company_0001467373,92694704,617795007.6962707,9599090,institutional_holding,True
0001364742,2024-02-16,Company_0001035267,72836714,464997614.38336533,987343,institutional_holding,True
0001067983,2024-12-11,Company_0000885725,18119887,853189043.8661207,1470737,institutional_holding,True
0000315066,2024-12-13,Company_0000789019,18578978,263877544.25796586,7540055,institutional_holding,True
0000315066,2024-08-10,Company_0000895421,90453630,377648750.96035784,6283864,institutional_holding,True
0001364742,2024-04-25,Company_0000884394,85378008,675896094.8699983,2604357,institutional_holding,True
0000315066,2024-08-20,Company_0000731766,83423573,297324925.5109986,2856653,institutional_holding,True
0001364742,2024-01-17,Company_0000101829,12427541,120700008.3988859,527653,institutional_holding,True
0001364742,2024-01-08,Company_0000067088,94912721,658431144.8110907,7461313,institutional_holding,True
0000315066,2024-07-03,Company_0000072971,82532378,942162610.1267407,5066752,institutional_holding,True
0001067983,2024-07-16,Company_0000789019,73671610,255232537.62194476,6691841,institutional_holding,True
0001067983,2024-12-27,Company_0001141391,34822086,729414344.0396545,7439822,institutional_holding,True
0001067983,2024-03-14,Company_0000001800,88094436,976190039.0505898,6113273,institutional_holding,True
0000315066,2024-01-01,Company_0001373715,61154560,343010292.4809278,8670178,institutional_holding,True
0001364742,2024-08-03,Company_0000006951,20638768,459126526.9383928,6272947,institutional_holding,True
0001364742,2024-01-22,Company_0001000275,90174819,101778103.72161373,8729804,institutional_holding,True
0001067983,2024-05-16,Company_0001326801,32653644,874804594.8511935,3930330,institutional_holding,True
0001067983,2024-11-19,Company_0000059478,43930997,982959441.4463204,3393527,institutional_holding,True
0001364742,2024-12-16,Company_0001321655,14284991,488608474.9729044,6397907,institutional_holding,True
0000315066,2024-05-08,Company_0000200406,91661701,466798123.4728801,9913706,institutional_holding,True
0000315066,2024-07-14,Company_0000077476,31097769,524085775.73953474,1386754,institutional_holding,True
0000315066,2024-11-03,Company_0001045810,31453495,311024997.63873297,3515992,institutional_holding,True
0001364742,2024-07-28,Company_0000731766,25143960,449728501.5020603,305822,institutional_holding,True
0001067983,2024-07-01,Company_0001413329,77919376,651043639.7065833,530146,institutional_holding,True
0001067983,2024-07-08,Company_0001318605,36854504,297915385.282184,658694,institutional_holding,True
0001067983,2024-11-15,Company_0000353278,60262951,532362347.76065934,6937573,institutional_holding,True
0001364742,2024-09-18,Company_0000909832,12062225,536619995.2187983,8600841,institutional_holding,True
0000315066,2024-02-07,Company_0000310158,24017665,28077415.419951823,5594227,institutional_holding,True
0001364742,2024-05-15,Company_0000109198,70884339,698411927.5796286,2613663,institutional_holding,True
0001364742,2024-09-03,Company_0001035267,80831873,777429815.7597882,7528667,institutional_holding,True
0001067983,2024-06-20,Company_0000051143,30398673,398561271.6499235,7263779,institutional_holding,True
0001364742,2024-02-28,Company_0000040545,97203099,113399111.04955192,4212801,institutional_holding,True
0001364742,2024-06-02,Company_0001067983,28434793,206161185.2225993,6789417,institutional_holding,True
0000315066,2024-05-26,Company_0001321655,37949100,638595310.9907508,1572545,institutional_holding,True
0000315066,2024-05-19,Company_0000895421,41899905,587050692.9712445,9650097,institutional_holding,True
0001364742,2024-01-03,Company_0000796343,59311821,445724170.9825209,7825447,institutional_holding,True
0001364742,2024-01-04,Company_0000354950,17500038,418962046.7097769,2622641,institutional_holding,True
0001067983,2024-01-19,Company_0002012383,87204283,416110877.68445903,7421290,institutional_holding,True
0000315066,2024-09-13,Company_0000804328,99141806,409838763.69621956,2197403,institutional_holding,True
0000315066,2024-10-09,Company_0000040545,48960376,602456364.7015537,6954580,institutional_holding,True
0001067983,2024-02-25,Company_0000217410,27583753,550086091.3843547,1532542,institutional_holding,True
0001364742,2024-04-23,Company_0001707925,86783966,272057676.5953377,3754114,institutional_holding,True
0000315066,2024-11-04,Company_0000093410,19202253,834871036.6580342,4299915,institutional_holding,True
0000315066,2024-04-09,Company_0001045810,52505177,253304277.4360759,6031277,institutional_holding,True
0000315066,2024-07-16,Company_0001737806,64555630,704312500.3502388,8247436,institutional_holding,True
0000315066,2024-11-19,Company_0001067983,50091269,604065508.9101236,7318897,institutional_holding,True
0001067983,2024-12-26,Company_0000316709,92099549,138472842.2634657,1527809,institutional_holding,True
0000315066,2024-12-25,Company_0000732712,11782200,463688356.364562,1523661,institutional_holding,True
0001364742,2024-01-15,Company_0001045810,16240460,357385595.88485116,3690920,institutional_holding,True
0000315066,2024-12-26,Company_0000051143,47126661,379374959.9752651,8195050,institutional_holding,True
0001067983,2024-09-23,Company_0000070858,52981937,825780120.9144741,4217161,institutional_holding,True
0001067983,2024-08-12,Company_0000858877,89596646,801812998.0030372,5391344,institutional_holding,True
0001364742,2024-06-04,Company_0000707549,48908528,843103588.5673119,923057,institutional_holding,True
0000315066,2024-09-07,Company_0002070829,76100569,423761405.13816184,8439042,institutional_holding,True
0001067983,2024-11-22,Company_0000831001,18717558,83659855.69904864,7592142,institutional_holding,True
0001067983,2024-05-17,Company_0000067088,10409914,791612739.6435038,2229751,institutional_holding,True
0001364742,2024-11-20,Company_0000723125,52161374,193565916.51862103,4478604,institutional_holding,True
0000315066,2024-07-06,Company_0000019617,89019759,601061683.5287801,2002091,institutional_holding,True
0000315066,2024-11-22,Company_0000021344,12484040,393116753.8336494,3639202,institutional_holding,True
0001067983,2024-02-26,Company_0001000184,79024678,755684185.6356688,25979,institutional_holding,True
0001067983,2024-01-11,Company_0002070829,86874313,965855484.7836015,9681824,institutional_holding,True
0000315066,2024-08-02,Company_0000901832,61015026,312767993.770918,684979,institutional_holding,True
0000315066,2024-07-03,Company_0000895421,19743861,144037637.45902792,7478275,institutional_holding,True
0001067983,2024-03-08,Company_0000097745,32315748,526749474.50178653,7383632,institutional_holding,True
0000315066,2024-11-19,Company_0001108524,90176824,562966774.4467591,3865726,institutional_holding,True
0001364742,2024-12-26,Company_0001413329,67894691,675751432.6926389,989606,institutional_holding,True
0000315066,2024-04-13,Company_0000753308,95027512,188143131.55664665,2067317,institutional_holding,True
0000315066,2024-09-28,Company_0000731766,96590134,533220049.9746829,34999,institutional_holding,True
0001067983,2024-11-18,Company_0000820313,95314772,375329739.2396429,4402178,institutional_holding,True
0001067983,2024-11-22,Company_0001973239,47259608,85025238.30932377,6151173,institutional_holding,True
0001067983,2024-02-25,Company_0001373715,41703885,400981194.06574017,9060830,institutional_holding,True
0001067983,2024-08-09,Company_0000050863,12697663,842182046.6159881,1967498,institutional_holding,True
0001067983,2024-08-04,Company_0001373715,27594817,259994711.7802002,2416651,institutional_holding,True
0000315066,2024-10-20,Company_0000831001,54897834,862285708.5293076,5406819,institutional_holding,True
0000315066,2024-09-22,Company_0000217410,57167851,890824027.4607219,8477719,institutional_holding,True
0001067983,2024-04-19,Company_0000796343,58677080,803578565.7841833,562280,institutional_holding,True
0000315066,2024-07-05,Company_0000018230,86283303,885253964.3734889,332338,institutional_holding,True
0000315066,2024-05-17,Company_0001089113,36882151,150324893.12481028,8734782,institutional_holding,True
0001067983,2024-11-13,Company_0000217410,79670470,247434642.0448548,8638717,institutional_holding,True
0000315066,2024-09-18,Company_0000040545,55793505,843613019.4126675,1611743,institutional_holding,True
0001067983,2024-03-02,Company_0000217410,59548998,103531562.99290693,2908274,institutional_holding,True
0000315066,2024-07-07,Company_0001413329,38534861,472444468.7808959,2513955,institutional_holding,True
0001364742,2024-01-15,Company_0000858877,70138423,733615493.9811872,7107447,institutional_holding,True
0000315066,2024-01-08,Company_0000077476,13710637,386655316.9016479,5109206,institutional_holding,True
0001364742,2024-06-26,Company_0001065280,87573655,917125249.2649456,1363653,institutional_holding,True
0001067983,2024-06-05,Company_0000101829,97578861,28714486.05422222,7232147,institutional_holding,True
0001067983,2024-02-26,Company_0001114448,53410275,314438184.1457011,5575532,institutional_holding,True
0000315066,2024-06-01,Company_0001075531,29027852,734441253.6871456,7199308,institutional_holding,True
0001067983,2024-03-12,Company_0001144967,36642688,916578885.4993776,514054,institutional_holding,True
0001067983,2024-04-12,Company_0000310158,73599554,955132554.9908274,1927336,institutional_holding,True
0001364742,2024-04-15,Company_0001737806,60143214,875114647.7811342,8554433,institutional_holding,True
0001067983,2024-07-10,Company_0001737806,80378555,538556708.2810926,8170126,institutional_holding,True
0000315066,2024-09-06,Company_0000097476,28526974,89778239.6285041,5011924,institutional_holding,True
0000315066,2024-10-05,Company_0001543151,87318292,755721878.9709864,4062190,institutional_holding,True
0001067983,2024-07-28,Company_0000012927,59259254,592345578.2594466,3531474,institutional_holding,True
0001364742,2024-02-09,Company_0000097476,58553535,210686033.5051909,249883,institutional_holding,True
0001364742,2024-01-10,Company_0001403161,63968412,113640443.7862587,7084289,institutional_holding,True
0001067983,2024-05-16,Company_0001075531,58958661,614086332.922532,8845635,institutional_holding,True
0001067983,2024-01-13,Company_0001393818,48225676,778632126.2804201,4855802,institutional_holding,True
0001067983,2024-10-15,Company_0000217410,20143181,870036927.0917864,1494454,institutional_holding,True
0000315066,2024-07-27,Company_0000064040,61902355,46718241.108363084,6707831,institutional_holding,True
0000315066,2024-01-20,Company_0000796343,95220557,511099458.7061051,7201793,institutional_holding,True
0000315066,2024-11-27,Company_0000820313,40581985,107400048.55950254,2804477,institutional_holding,True
0000315066,2024-03-02,Company_0000732712,86002901,782411385.5430909,2694445,institutional_holding,True
0001364742,2024-03-23,Company_0000001800,86599964,540231832.6759144,5881509,institutional_holding,True
0001364742,2024-10-15,Company_0001744489,35205651,751637291.5240132,1689779,institutional_holding,True
0000315066,2024-02-11,Company_0001973239,36987358,970394005.0122617,8566562,institutional_holding,True
0000315066,2024-03-01,Company_0001065280,84601215,872000630.028731,7010968,institutional_holding,True
0001364742,2024-05-08,Company_0001065280,49570471,178118482.13545743,4891834,institutional_holding,True
0001364742,2024-12-20,Company_0001543151,19738751,622783901.2945492,9514074,institutional_holding,True
0001067983,2024-07-24,Company_0000006951,73046166,5889135.413010421,5074940,institutional_holding,True
0001364742,2024-09-23,Company_0001751008,73403426,333964291.27021694,1809982,institutional_holding,True
0001364742,2024-11-11,Company_0001035267,52523106,695027460.1200985,5038373,institutional_holding,True
0001364742,2024-07-03,Company_0000316709,93258336,375730970.7032367,3351746,institutional_holding,True
0001364742,2024-04-11,Company_0000858877,78414768,773867743.305343,6580590,institutional_holding,True
0000315066,2024-11-09,Company_0000901832,95225233,861731022.9443353,350717,institutional_holding,True
0001364742,2024-11-10,Company_0000021344,77858423,447180879.6844597,2097214,institutional_holding,True
0000315066,2024-02-24,Company_0001045810,53702651,692069595.339663,3110605,institutional_holding,True
0001364742,2024-01-14,Company_0000080424,17545104,656228716.2908356,1021061,institutional_holding,True
0001067983,2024-02-10,Company_0000946770,88888253,618374291.8908458,9410833,institutional_holding,True
0000315066,2024-06-02,Company_0000820313,25632485,154223170.32970384,510789,institutional_holding,True
0001067983,2024-03-10,Company_0001744489,59180465,565435202.7584746,152593,institutional_holding,True
0001067983,2024-12-15,Company_0001114448,11720916,589858580.4113592,3212939,institutional_holding,True
0000315066,2024-05-14,Company_0000723125,24570588,731312629.8925405,7440534,institutional_holding,True
0001364742,2024-07-10,Company_0000217410,13209387,715955382.1690581,2690214,institutional_holding,True
0001067983,2024-09-09,Company_0001373715,63202267,141031259.37281376,3901529,institutional_holding,True
0001364742,2024-03-02,Company_0000811809,63212317,634190822.0503558,5204790,institutional_holding,True
0001364742,2024-06-08,Company_0001596532,13053020,289848825.6486859,1874759,institutional_holding,True
0000315066,2024-10-10,Company_0001551152,26314612,357503481.0713984,777467,institutional_holding,True
0001067983,2024-10-02,Company_0001594805,64620708,626412612.9271845,5313916,institutional_holding,True
0001067983,2024-04-27,Company_0001018724,97242361,363873071.46313643,5952532,institutional_holding,True
0000315066,2024-11-11,Company_0000018230,66745284,597695579.0354464,9015966,institutional_holding,True
0001364742,2024-09-12,Company_0001594805,81611216,569531199.8629104,87190,institutional_holding,True
0001067983,2024-01-26,Company_0000318154,38656393,423949081.4775721,9984586,institutional_holding,True
0001364742,2024-05-20,Company_0000310764,41128915,975153325.7238262,9059820,institutional_holding,True
0001067983,2024-11-13,Company_0000789019,25405349,296045041.9369472,636947,institutional_holding,True
0000315066,2024-11-14,Company_0001737806,99586348,870693982.3139778,8492314,institutional_holding,True
0001364742,2024-05-02,Company_0000006951,73153275,728082092.8709223,5387930,institutional_holding,True
0000315066,2024-05-21,Company_0000884394,11940928,188039820.10586095,8643325,institutional_holding,True
0000315066,2024-11-22,Company_0001000275,56110911,138965606.38250387,8064220,institutional_holding,True
0000315066,2024-09-22,Company_0000310764,87158428,284034087.53943324,120063,institutional_holding,True
0001067983,2024-11-20,Company_0001067983,89863736,420082152.16497266,482568,institutional_holding,True
0001364742,2024-05-06,Company_0001543151,94979614,241314067.91168934,5212201,institutional_holding,True
0001364742,2024-01-06,Company_0001551152,32999470,601877295.971891,7558482,institutional_holding,True
0001067983,2024-09-26,Company_0001596532,77633161,695166308.4478593,7481549,institutional_holding,True
0000315066,2024-08-16,Company_0000909832,84996058,743898296.3883147,3293574,institutional_holding,True
0001364742,2024-12-28,Company_0000097745,20868532,329155295.67229927,4615526,institutional_holding,True
0001364742,2024-09-05,Company_0000040545,77588051,878399982.084785,17377,institutional_holding,True
0001067983,2024-09-14,Company_0001543151,82285211,775521890.9071116,287836,institutional_holding,True
0001067983,2024-02-11,Company_0000051143,37745657,57685144.94881819,7254428,institutional_holding,True
0000315066,2024-02-21,Company_0002070829,25848460,902417456.6006284,8872668,institutional_holding,True
0001364742,2024-07-14,Company_0001751008,21956093,452186082.28259134,9500196,institutional_holding,True
0000315066,2024-02-24,Company_0001108524,19952811,570188091.3455487,2950805,institutional_holding,True
0001067983,2024-04-22,Company_0001144967,96991689,78443710.89195006,7593745,institutional_holding,True
0001067983,2024-09-11,Company_0000063908,18707138,986297373.0013282,291687,institutional_holding,True
0001067983,2024-05-15,Company_0000896878,33505338,208461705.70092726,8476980,institutional_holding,True
0001067983,2024-11-02,Company_0000320193,54895480,207716296.90034246,852126,institutional_holding,True
0000315066,2024-10-22,Company_0001707925,90001798,274519382.76270276,7243648,institutional_holding,True
0001067983,2024-08-21,Company_0001730168,95784946,150032426.54785466,9477441,institutional_holding,True
0000315066,2024-12-17,Company_0001000184,61409724,690758279.512578,344474,institutional_holding,True
0001067983,2024-04-19,Company_0001341439,92530677,476783220.18522114,9753609,institutional_holding,True
0000315066,2024-03-16,Company_0001551152,90141968,736870733.2074604,5568695,institutional_holding,True
0001067983,2024-12-13,Company_0000858877,11262417,561437482.8838578,1399051,institutional_holding,True
0001364742,2024-01-24,Company_0001373715,61964254,158422870.1607709,6006992,institutional_holding,True
0001364742,2024-02-06,Company_0000109198,20386676,78484023.8537201,5796651,institutional_holding,True
0001067983,2024-06-17,Company_0000310764,26596804,487194193.34296334,4948454,institutional_holding,True
0000315066,2024-04-03,Company_0000093410,72579993,501805538.2275741,4155583,institutional_holding,True
0001067983,2024-09-23,Company_0000318154,63643489,664746980.778598,1888971,institutional_holding,True
0001067983,2024-05-20,Company_0000789019,58767999,647997542.579431,1684541,institutional_holding,True
0000315066,2024-11-10,Company_0000731766,39723546,703264257.0019228,813792,institutional_holding,True
0001067983,2024-05-12,Company_0001744489,40685553,296685098.0303328,4912663,institutional_holding,True
0000315066,2024-04-08,Company_0000101829,66465648,710166467.8585955,8642021,institutional_holding,True
0001067983,2024-11-27,Company_0000318154,35057848,491432668.1706025,456595,institutional_holding,True
0001364742,2024-03-28,Company_0000804328,24303968,751788636.434048,1548154,institutional_holding,True
0001364742,2024-03-15,Company_0001108524,97685659,196708834.52964792,6627642,institutional_holding,True
0001364742,2024-05-24,Company_0001373715,15633060,171944404.08372095,1758027,institutional_holding,True
0001067983,2024-05-16,Company_0001045810,37480489,517425180.86403656,6959889,institutional_holding,True
0000315066,2024-03-11,Company_0000021344,42113850,793962269.006204,8014546,institutional_holding,True
0001067983,2024-01-24,Company_0000019617,43636981,192122544.43976673,3940506,institutional_holding,True
0001067983,2024-10-11,Company_0000353278,14293963,35597236.29576745,5582918,institutional_holding,True
0001364742,2024-05-20,Company_0000104169,23625787,927470658.3332584,491522,institutional_holding,True
0000315066,2024-05-21,Company_0000316709,12472694,925072540.9041723,7115782,institutional_holding,True
0001067983,2024-08-25,Company_0000050863,77377537,414915313.9838041,7566613,institutional_holding,True
0001364742,2024-11-13,Company_0001373715,61434974,553357287.0483077,4948993,institutional_holding,True
0000315066,2024-03-08,Company_0001144967,57027533,525598105.1135484,2460004,institutional_holding,True
0001067983,2024-10-15,Company_0002012383,58518778,222559408.79961002,912873,institutional_holding,True
0000315066,2024-03-03,Company_0001467373,97101224,628660341.2454736,5901795,institutional_holding,True
0001067983,2024-04-25,Company_0001141391,63749087,475305639.42053586,4041470,institutional_holding,True
0001067983,2024-10-27,Company_0001594805,96448997,24937014.62441186,9872206,institutional_holding,True
0001067983,2024-09-16,Company_0000067088,12809325,602554365.6690022,6952181,institutional_holding,True
0000315066,2024-06-19,Company_0000811809,65088632,54858180.01294616,6921773,institutional_holding,True
0000315066,2024-04-06,Company_0000353278,11943817,5090416.752311276,9359403,institutional_holding,True
0001067983,2024-05-28,Company_0000884394,46942140,280003670.49980503,7623008,institutional_holding,True
0001364742,2024-08-05,Company_0001114448,86732538,476757064.2645742,9672628,institutional_holding,True
0000315066,2024-06-22,Company_0001594805,36331505,371462433.83376616,1239342,institutional_holding,True
0001364742,2024-12-27,Company_0001318605,70413866,878970826.9051851,2402917,institutional_holding,True
0001364742,2024-08-18,Company_0000858877,94355299,175533202.17012572,1831439,institutional_holding,True
0001364742,2024-04-28,Company_0000063908,31578281,828489353.4109505,9523073,institutional_holding,True
0001364742,2024-03-24,Company_0000753308,81401602,628172182.1798103,5579036,institutional_holding,True
0001067983,2024-01-21,Company_0000707549,55290687,852938623.7240332,7448093,institutional_holding,True
0001364742,2024-03-04,Company_0000313838,43955716,931782083.3506072,9480513,institutional_holding,True
0001364742,2024-05-21,Company_0000831001,57373466,690033637.9900668,2020798,institutional_holding,True
0001067983,2024-08-28,Company_0001144967,99559629,973358258.4547704,8356690,institutional_holding,True
0001364742,2024-10-05,Company_0001707925,28734207,341148743.30834013,4749006,institutional_holding,True
